hhnum	eventid	itemnum	itemdesc
110175	62388	4	JUICE, ORANGE
110175	62388	3	MILK, 1 PERCENT (%), LOW FAT
110175	62388	1	CEREAL, READY-TO-EAT (ANY TYPE)
110175	62388	5	JUICE, APPLE
110175	62388	2	DONUT (DOUGHNUT), ANY TYPE
110179	18000	3	FRENCH FRIES
110179	18000	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110179	18000	1	DOUBLE HAMBURGER
110179	18000	2	DOUBLE HAMBURGER
110179	18449	2	SALAD
110179	18449	1	BUFFET
110189	8571	2	GARDEN SALAD
110189	8571	1	WHOLE COOKED CHICKEN
110189	8574	2	MACARONI AND CHEESE
110189	8574	4	CORN MUFFINS
110189	8574	3	GREENS
110189	8574	1	BBQ RIBS
110189	8575	1	SPAGHETTI OR PASTA WITH SAUCE
110189	8576	1	CHICKEN WINGS
110189	8576	3	GREEN BEANS
110189	8576	2	MASH POTATOES
110189	28562	1	FISH STICKS
110189	28562	3	MASHED POTATOES
110189	28562	4	JUICE, GRAPE
110189	28562	2	CORN
110189	28563	2	KOOL-AID FRUIT PUNCH
110189	28563	1	PIZZA, PEPPERONI
110189	28564	4	TEA, ICED
110189	28564	1	FRIED SHRIMP DINNER
110189	28564	2	STEAK FRIES
110189	28564	3	CHEF'S SALAD
110189	28564	5	LEMONADE
110190	38003	2	BISCUIT
110190	38003	1	COFFEE (OTHER OR UNKNOWN TYPE)
110190	38004	1	MINASTRONI SOUP
110190	38005	5	Roast Beef Classic Sandwich
110190	38005	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110190	38005	8	WATER, NFS
110190	38005	1	Grand Turkey Club
110190	38005	6	Curly Fries
110190	38005	3	Curly Fries
110190	38005	2	Jr Roast Beef Sandwich
110190	38005	7	TEA, ICED
110190	38006	1	COFFEE (OTHER OR UNKNOWN TYPE)
110190	38006	2	BISCUIT
110190	39000	1	COFFEE (OTHER OR UNKNOWN TYPE)
110190	39000	2	BISCUIT
110190	39003	1	CHICKEN SALAD
110190	39004	1	PORKCHOPS WITH ONIONS
110190	39004	3	WATER, NFS
110190	39004	2	RICE AND GRAVY LIMA BEANS
110190	39010	1	JUICE, ORANGE
110190	39010	2	CHOCOLATE COVERED DONUT
110190	39011	1	COFFEE (OTHER OR UNKNOWN TYPE)
110190	39012	1	CHICKEN SALAD
110190	39014	2	Hearty Ham & Cheese Omelette
110190	39014	3	WATER, NFS
110190	39014	1	Garden Omelette
110190	39018	1	COFFEE (OTHER OR UNKNOWN TYPE)
110190	39018	2	BISCUIT
110190	39020	2	CHICKEN SALAD
110190	39020	1	UNSWEETENED ICE TEA
110190	39587	3	Bean Burrito
110190	39587	4	Crunchy Taco Supreme
110190	39587	1	Doritos Locos Taco, Beef
110190	39587	2	Burrito Supreme, Beef
110190	39659	4	DRINK
110190	39659	5	French Fries
110190	39659	1	Whataburger
110190	39659	6	DRINK
110190	39659	2	Whataburger Patty Melt
110190	39659	3	French Fries
110190	39663	1	CHICKEN BREAST
110190	39663	4	ICE TEA
110190	39663	3	CRANBERRY SAUCE
110190	39663	2	CORN BREAD DRESSING
110193	56159	3	FRENCH VANILLA LATTE
110193	56159	1	Fruit 'n Yogurt Parfait
110193	56159	2	Sausage Biscuit
110193	56160	1	CHICKEN SALAD
110193	56160	2	TEA, ICED
110193	56161	6	JUICE, ORANGE
110193	56161	5	REGULAR SODA, COCA COLA, COKE, PEPSI
110193	56161	4	WATER, NFS
110193	56161	2	CORN
110193	56161	3	YAMS
110193	56161	1	TACO (OTHER OR UNKNOWN TYPE)
110193	56163	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110193	56163	1	Crunchy Taco, Beef
110193	56166	1	HOT CHOCOLATE
110193	56167	1	GRILLED CHICKEN SANDWICH ON WHOLE WHEAT BUN WITH CHEESE LETTUCE TOMATO NO MAYO
110193	56167	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110193	56167	3	FRENCH FRIES
110193	56170	3	APPETIZER: ROASTED GARLIC MUSHROOMS
110193	56170	4	BEER, LIGHT
110193	56170	2	HOT WINGS
110193	56170	1	HOT WINGS
110193	56171	2	SCRAMBLED EGGS
110193	56171	1	PANCAKES
110193	56171	3	HASH BROWNS
110193	56171	4	COFFEE (OTHER OR UNKNOWN TYPE)
110193	56175	1	MUNCHIES VARIETY MIX
110193	56941	3	TEA, ICED
110193	56941	1	All Natural Low Fat Chicken Noodle
110193	56941	2	Smoked Turkey Breast On Country
110193	56941	4	Carrot Cake w/ Walnuts
110193	56944	7	WATER, NFS
110193	56944	4	BACON CHEESEBURGER
110193	56944	11	Texas Cheese Fries W/ Ranch
110193	56944	1	Pepper Pals Corn Dog
110193	56944	2	Homestyle Fries
110193	56944	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110193	56944	5	LEMONADE
110193	56944	6	AMERICAN CHEESE BURGER 2 FOR DEAL
110193	56944	8	Classic Sirloin
110193	56944	9	Steamed Broccoli
110193	56944	12	Homestyle Fries
110193	56944	10	Loaded Mashed Potatoes
110193	56945	6	CHICKEN BOWL
110193	56945	7	CHICKEN BURRITO
110193	56945	3	Black Beans
110193	56945	2	CHEESE QUESADILLA
110193	56945	5	Chips
110193	56945	4	Cilantro-Lime Rice
110193	56945	10	TEA, ICED
110193	56945	1	STEAK BOWL
110193	56945	8	LEMONADE
110193	56945	9	REGULAR SODA, COCA COLA, COKE, PEPSI
110193	56948	7	Bacon Strips
110193	56948	6	COFFEE (OTHER OR UNKNOWN TYPE)
110193	56948	4	JUICE, ORANGE
110193	56948	1	Pancakes, Buttermilk
110193	56948	3	Bacon Strips
110193	56948	2	Egg
110193	56948	5	Hash Browns
110193	67979	1	PIZZA BITES
110193	67979	2	CHOCOLATE MILK OTHER OR UNKNOWN TYPE
110196	44405	3	Spicy Chicken Fillet
110196	44405	4	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
110196	44405	2	Potato
110196	44405	5	French Fries
110196	44405	1	Chicken Nuggets
110196	44408	4	Chicken Nuggets
110196	44408	3	Cheeseburger
110196	44408	1	Chicken Blt Cobb Salad W/ Dressing
110196	44408	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	44422	2	MILK, 2 PERCENT (%), REDUCED FAT
110196	44422	1	HAM SUB
110196	44422	3	APPLE
110196	44423	1	PIZZA, PEPPERONI
110196	44423	2	WATER, NFS
110196	45329	2	Hotcakes
110196	45329	1	Big Breakfast W/ Hotcakes
110196	45329	3	Sausage McMuffin
110196	45329	4	Hash Brown
110196	45329	5	COFFEE (OTHER OR UNKNOWN TYPE)
110196	45333	2	Double Quarter Pounder w/ Cheese
110196	45333	1	Filet-O-Fish
110196	45333	7	Baked Apple Pie
110196	45333	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	45333	8	Hamburger
110196	45333	6	Chicken Mcnuggets
110196	45333	5	STRAWBERRY SHAKE
110196	45333	3	French Fries
110196	45344	2	COFFEE (OTHER OR UNKNOWN TYPE)
110196	45344	1	TACO (OTHER OR UNKNOWN TYPE)
110196	45345	2	POUND CAKE
110196	45345	1	COFFEE (OTHER OR UNKNOWN TYPE)
110196	45349	2	FRENCH FRIES
110196	45349	1	CONEY HOT DOG
110196	45349	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	45354	2	MILK (OTHER OR UNKNOWN TYPE)
110196	45354	1	SANDWICH
110196	46109	3	HONEY BUN
110196	46109	1	COFFEE, CAPPUCCINO (HOT OR ICED)
110196	46109	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	46110	2	CHIPS (OTHER OR UNKNOWN TYPE)
110196	46110	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	46112	2	POUND CAKE
110196	46112	4	CHIPS (OTHER OR UNKNOWN TYPE)
110196	46112	3	PEANUTS
110196	46112	1	COFFEE, CAPPUCCINO (HOT OR ICED)
110196	46119	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	46119	2	CHIPS (OTHER OR UNKNOWN TYPE)
110196	46120	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	46120	2	HOT FRIES
110196	46121	1	PIZZA, PEPPERONI
110196	46121	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
110196	46121	3	APPLE
110196	46122	1	HAM SANDWICH
110196	46122	3	APPLE
110196	46122	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
110196	68959	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	68959	2	POTATO CHIPS
110196	68961	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110196	68961	1	COFFEE, CAPPUCCINO (HOT OR ICED)
110196	68961	3	HONEY BUN
110196	68962	2	BROALLE
110196	68962	1	TOMATOES
110196	68962	6	CABBAGE
110196	68962	5	CUCUMBER
110196	68962	4	PEPPERS
110196	68962	3	WATER, FLAVORED (ANY TYPE)
110205	10236	1	MEATLOAF
110205	10236	2	MIXED VEGETABLES
110205	10236	4	COFFEE (OTHER OR UNKNOWN TYPE)
110205	10236	3	APPLE SAUCE
110205	10237	1	MEATLOAF SANDWICH
110205	10237	2	COFFEE
110205	10820	2	VEGETABLES
110205	10820	1	SANDWICH
110205	10820	4	MILK, 2 PERCENT (%), REDUCED FAT
110205	10820	3	FRUIT (OTHER OR UNKNOWN TYPE)
110205	10823	1	SPAGHETTI, PASTA, NOODLES (OTHER OR UNKNOWN TYPE)
110205	10823	2	WHITE ROLL
110205	10823	3	MILK, 2 PERCENT (%), REDUCED FAT
110205	10824	2	WATER, NFS
110205	10824	1	BERRY ALMOND CHICKEN SALAD
110205	10825	1	SANDWICH
110205	10825	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
110205	10825	2	APPLE
110205	10827	2	Nachos Supreme
110205	10827	4	Crunchy Taco, Beef
110205	10827	5	COKE MEDIUM
110205	10827	1	Crunchy Taco Supreme
110205	10827	3	Beefy Nacho Griller
110205	10830	4	CREAM CHEESE
110205	10830	2	WATER, NFS
110205	10830	3	BAGEL
110205	10830	1	SPINACH LENTIL SOUP
110205	11098	2	APPLE
110205	11098	1	SPAGHETTI OR PASTA WITH TOMATO SAUCE AND/OR MEAT
110205	11098	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
110205	11101	2	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
110205	11101	1	PEANUT BUTTER AND JELLY SANDWICH
110205	11102	1	MUSHROOM STEAK CHEESE SUB
110205	11102	2	FRENCH FRIES
110205	11102	3	DRESSING
110207	29295	1	PIZZA
110207	29295	2	MIXED VEGETABLES
110207	29295	3	MIXED FRUIT
110207	29298	6	SALSA
110207	29298	5	CHIPS
110207	29298	1	WET BURRITO
110207	29298	3	STEAK FAJITA
110207	29298	2	RIBS
110207	29298	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110207	29299	2	Plain Croissant
110207	29299	3	Plain Cream Cheese
110207	29299	1	Cinnamon Raisin Bagel
110207	29301	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110207	29302	2	CHILI CHEESE FRIES
110207	29302	1	BREAD STICKS
110207	29302	3	RANCH DRESSING DIP
110207	30139	1	CHEERIOS
110207	30139	3	WHEAT TOAST
110207	30139	2	BACON
110207	30139	4	BUTTER
110207	30140	1	PEANUT BUTTER AND JELLY ON A TORTILLA
110207	30141	1	BISCUIT
110207	30141	2	BUTTER
110207	30143	5	SUNNY D
110207	30143	4	POPSICLE
110207	30143	2	BAKED POTATO
110207	30143	3	CORN
110207	30143	1	PORK CHOP
110207	30144	4	FAYGO RED SODA
110207	30144	3	CAKE
110207	30144	1	SUB SANDWICH
110207	30144	2	CHIPS
110207	30145	2	BRISK PINK LEMONADE
110207	30145	1	HOT CHEETOS
110207	30996	1	Chicken Mcbites
110207	30998	1	FRENCH TOAST (PLAIN OR FLAVORED)
110207	30999	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110207	30999	1	POP CORN WITH BUTTER
110207	31001	2	French Fries
110207	31001	1	McChicken
110207	31001	3	Tangy Barbeque Sauce
110207	31002	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110207	31002	1	POP CORN
110212	67913	3	French Fries, Salted
110212	67913	2	Bacon Cheeseburger
110212	67913	1	REGULAR SODA (OTHER OR UNKNOWN TYPE)
110212	67914	1	Tendercrisp Chicken Sandwich
110212	67914	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110212	67914	3	Onion Rings
110212	67914	2	Spicy Chick'n Crisp Sandwich
110212	67915	1	The Big Philly Cheesesteak, Footlong
110212	67915	2	DRINK
110212	67916	2	Caramel Apple Empanada
110212	67916	1	7-Layer Burrito
110212	67917	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110212	67918	3	DRINK
110212	67918	1	Beefy 5-Layer Burrito
110212	67918	2	DORITOS
110212	67918	4	Soft Taco, Beef
110218	43075	2	PINA COLADA (ALCOHOLIC DRINK)
110218	43075	3	MARGARITA (ALCOHOLIC DRINK)
110218	43075	1	BUFFET TACO WITH BEEF INCLUDES HARD OR SOFT TACO
110218	43076	4	ALCOHOL, MAI TAI
110218	43076	6	CAKE BALLS
110218	43076	5	WINE, WHITE
110218	43076	3	COSMO
110218	43076	2	POTATO SALAD
110218	43076	1	STEAK
110218	43752	2	POMAGRANITE SMOOTHIE
110218	43752	1	ACAI SMOOTHIE
110218	53966	1	NAKED JUICE
110228	24157	4	ICE CREAM COOKIES AND CREAM
110228	24157	3	CAKE HOMEMADE STRAWBERRY
110228	24157	1	PANCAKES
110228	24157	5	LEMONADE
110228	24157	2	CORN BEEF HASH
110228	24158	1	COFFEE
110228	24167	1	McDouble
110228	24168	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110229	9529	5	SLUSHEE WITH LEMON SLICE
110229	9529	3	Tots
110229	9529	1	SuperSonic Double Cheeseburger w/ Ketchup
110229	9529	4	REGULAR SODA, DR PEPPER, ROOT BEER
110229	9529	2	French Fries
110229	10361	1	DR. PEPPER
110229	10362	1	DR. PEPPER
110229	10362	2	SPORTS DRINK (GATORADE, POWERADE, OR ANY TYPE)
110229	10363	1	Chicken Cashew Salad w/ Grilled Chicken
110229	10363	2	French Dressing
110229	10363	3	DR. PEPPER
110229	11004	1	ITALIAN SUB
110229	11004	3	BANANA
110229	11004	2	REGULAR SODA, DR PEPPER, ROOT BEER
110229	11004	4	REGULAR SODA, COCA COLA, COKE, PEPSI
110229	11005	2	CHIMICHANGA
110229	11005	4	SOUR CREAM
110229	11005	3	CHILI CON CARNE
110229	11005	6	REGULAR SODA, DR PEPPER, ROOT BEER
110229	11005	5	REGULAR SODA, COCA COLA, COKE, PEPSI
110229	11005	1	REGULAR SODA, DR PEPPER, ROOT BEER
110229	59679	1	ENERGY DRINK (RED BULL, MONSTER, OR ANY TYPE)
110229	59683	1	REGULAR SODA, DR PEPPER, ROOT BEER
110244	37134	2	SHRIMP ROLL
110244	37134	1	SHRIMP CHOW MIEN
110245	21275	1	DIET SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110245	21276	4	COFFEE
110245	21276	2	HOT CHOCOLATE
110245	21276	1	CHEESECAKE
110245	21276	3	CHEESECAKE
110245	21278	1	DIET SODA, COKE, PEPSI
110245	22278	1	DIET SODA, COKE, PEPSI
110245	22278	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
110245	22278	2	CHOCOLATE MILK
110245	22279	8	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110245	22279	4	Double Stack
110245	22279	6	TEA, ICED
110245	22279	1	Crispy Chicken Sandwich
110245	22279	5	French Fries
110245	22279	3	DIET SODA, COKE, PEPSI
110245	22279	2	French Fries
110245	22279	7	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110245	22284	1	Natural-Cut French Fries
110251	23539	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110251	23539	1	ROAST BEEF SANDWICH
110251	23539	4	CLAM CHOWDER
110251	23539	2	MASHED POTATOES
110251	23540	1	EGG AND SAUSAGE SANDWICH
110252	17186	6	Cheddar Bay Biscuit
110252	17186	4	BAKED POTATO WITH BUTTER
110252	17186	1	Grilled Burger
110252	17186	7	BOSTON ICED TEA SWEETENED WITH RASPBERRY
110252	17186	5	Classic Caesar Salad
110252	17186	3	Flounder
110252	17186	2	French Fries
110252	17186	8	REGULAR SODA, COCA COLA, COKE, PEPSI
110252	17187	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	17189	1	COFFEE BLACK
110252	17189	2	APPLE FRITTER
110252	17190	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	17193	1	COFFEE BLACK
110252	17426	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	17427	2	APPLE FRITTER
110252	17427	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	17428	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	17432	1	COFFEE (OTHER OR UNKNOWN TYPE)
110252	62345	1	COFFEE (OTHER OR UNKNOWN TYPE)
110253	23514	7	SEAFOOD GUMBO
110253	23514	3	FISH STICKS
110253	23514	1	CRAB CAKE
110253	23514	5	LETTUCE SALAD
110253	23514	4	HASH BROWNS POTATO CAKES
110253	23514	2	DIRTY RICE
110253	23514	6	WATER, NFS
110253	23515	1	WINE, WHITE
110253	25038	1	CHICKEN STIRFRY WITH RICE NOODLES BROCCOLI AND BABY CORN
110253	25038	3	DIET SODA, COKE, PEPSI
110253	25038	2	HOT AND SOUR SOUP
110253	61693	2	French Fries
110253	61693	1	Angus Deluxe
110257	35130	2	DIET SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110257	35130	1	BEEF TACO QUESADILLA
110257	36324	2	Chocolate Chip Cookie
110257	36324	1	Bacon, Egg & Cheese
110257	36324	3	REGULAR SODA, ORANGE, CHERRY
110258	25273	4	MELLOW YELLOW SODA
110258	25273	2	HAMBURGER
110258	25273	1	HOT WINGS
110258	25273	3	FRENCH FRIES
110258	25277	3	POTATO CHIPS
110258	25277	1	MELLOW YELLOW SODA
110258	25277	2	DONUT (DOUGHNUT), ANY TYPE
110258	26148	2	POPCORN
110258	26148	1	DONUT (DOUGHNUT), ANY TYPE
110258	26149	1	CHEESE POPCORN
110258	26154	2	CORN CHIPS
110258	26154	1	MUFFIN, BLUEBERRY
110258	26164	1	BEEF BURRITO
110258	26164	2	DIET SODA, COKE, PEPSI
110258	26873	3	POP TART (TOASTER PASTRY)
110258	26873	2	MELLOW YELLOW DIET
110258	26873	1	HAM AND CHEESE SANDWICH
110258	26874	2	CHEESEBURGER
110258	26874	1	HOT WINGS
110258	26874	5	BEER, OTHER OR UNKNOWN TYPE
110258	26874	3	MUSHROOM AND SWISS BURGER
110258	26874	4	FRENCH FRIES BEER BATTERED
110258	64740	3	MELLOW YELLOW
110258	64740	2	FRENCH FRIES
110258	64740	1	HOT WINGS
110258	64741	3	COFFEE BLACK
110258	64741	2	SUNCHIPS
110258	64741	1	PEANUTS
110265	5971	3	WATER, NFS
110265	5971	1	Cheese Pizza, Original Crust
110265	5971	2	Buffalo Chicken Pizza, Original Crust
110265	5972	6	WATER, NFS
110265	5972	5	MARBLE CAKE
110265	5972	1	CHICKEN TENDERS
110265	5972	2	MACARONI AND CHEESE
110265	5972	3	LETTUCE SALAD
110265	5972	4	FRUIT SALAD
110265	6047	1	Oven Roasted Chicken, Footlong
110265	6047	2	ICE TEA
110265	6048	3	Cheeseburger
110265	6048	4	Angus Deluxe
110265	6048	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110265	6048	1	TEA, SWEET
110265	6048	6	French Fries
110265	6048	5	McChicken
110265	22680	1	Oven Roasted Chicken, Footlong
110265	22680	2	TEA, ICED
110268	25522	2	Original Buttermilk Pancakes
110268	25522	1	Cheese Omelette
110270	7658	1	CHICKEN STUFFING
110270	7658	2	FRIED CHICKEN
110270	7658	4	CAKE
110270	7658	3	SPAGHETTI OR PASTA WITH TOMATO SAUCE AND/OR MEAT
110270	7839	1	PIZZA MEAT
110270	7839	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110270	7839	2	PIZZA SUPREME
110270	7840	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110270	7840	1	PIZZA SUPREME
110270	8606	1	ENCHILADA, WITH BEANS AND CHEESE (MEATLESS)
110270	8611	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110270	8611	1	BEEF AND PEPPERONI PIZZA
110270	24954	1	CHICKEN SPAGHETTI
110270	24955	2	PICKLES
110270	24955	1	LAYS POTATO CHIPS
110270	24955	3	REGULAR SODA, COCA COLA, COKE, PEPSI
110270	24955	4	CAJUN TURKEY SANDWICH
110270	24956	2	ALL MEAT
110270	24956	3	SPRITE
110270	24956	1	PEPPERONI PIZZA
110275	23942	2	SNACK WRAP
110275	23942	1	COFFEE
110275	23944	1	BEEF TACO
110275	23946	1	M AND M'S PEANUTS
110275	23948	2	ROLL
110275	23948	1	COFFEE (OTHER OR UNKNOWN TYPE)
110275	23948	3	BUTTER
110275	24858	2	CREAM
110275	24858	3	SNACK WRAP WITH BACON EGG AND CHEESE
110275	24858	1	COFFEE (OTHER OR UNKNOWN TYPE)
110275	24860	11	CREAM
110275	24860	10	COFFEE (OTHER OR UNKNOWN TYPE)
110275	24860	5	MASHED POTATOES
110275	24860	1	BUFFET
110275	24860	9	PEACH COBBLER
110275	24860	6	MACARONI AND CHEESE
110275	24860	4	COCKTAIL
110275	24860	3	SHRIMP
110275	24860	2	PRIME RIB
110275	24860	8	CHEESE CAKE
110275	24860	7	MIXED VEGETABLES
110275	24862	1	COFFEE, CAPPUCCINO (HOT OR ICED)
110275	24863	1	Egg McMuffin
110275	24864	3	WATER, NFS
110275	24864	2	MIGHTY TACO SOFT SHELL
110275	24864	1	BEEF BEAN AND CHEESE HARD TACO
110275	25551	1	COFFEE, CAPPUCCINO (HOT OR ICED)
110281	25255	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110281	25888	1	STEAMED DUMPLING
110281	25888	2	EGG AND SPRING ROLL, WITH BEEF AND/OR PORK
110281	26233	2	French Fries
110281	26233	1	Mcflurry W/ Rolo
110281	52244	1	REGULAR SODA, COCA COLA, COKE, PEPSI
110281	52245	2	SPRING ROLL
110281	52245	1	STEAM DUMPLINGS
110285	40725	3	WATER, NFS
110285	40725	2	CHICKEN NOODLE SOUP
110285	40725	1	SOUP (OTHER OR UNKNOWN TYPE)
110285	40726	2	Artisan Spinach & Feta
110285	40726	1	Hand Tossed Crust, Honolulu Hawaiian Legends
110285	40727	1	YOGURT (ANY TYPE)
110285	40727	3	JUICE, ORANGE
110285	40727	2	MUFFIN
110285	40729	7	COFFEE (OTHER OR UNKNOWN TYPE)
110285	40729	5	CRACKERS
110285	40729	6	CHEESE (OTHER OR UNKNOWN TYPE)
110285	40729	4	WATER, NFS
110285	40729	1	BREAD (ANY TYPE)
110285	40729	3	GRAPES
110285	40729	2	CINNAMON BUN (SWEET ROLL)
110285	40731	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	40731	4	KETCHUP
110285	40731	3	BREAD CHICKEN FILET SANDWICH
110285	40731	1	BLACK EYED PEAS
110285	42342	1	BREAKFAST PIZZA
110285	42342	3	JUICE, ORANGE
110285	42342	2	GRITS
110285	42343	3	PUDDING (ANY TYPE)
110285	42343	1	STEAK NUGGETS
110285	42343	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42343	2	PEACH SLICES
110285	42345	3	BROCCOLI
110285	42345	2	GRILLED CHEESE SANDWICH
110285	42345	5	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42345	4	APPLE WEDGES
110285	42345	1	CHILI
110285	42347	2	BAKED CHIPS
110285	42347	3	FRUIT PIE
110285	42347	1	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42347	4	CHICKEN TENDER WRAP
110285	42348	1	FROSTED FLAKES CEREAL
110285	42348	3	MILK, 2 PERCENT (%), REDUCED FAT
110285	42348	2	WHOLE WHEAT TOAST WITH BUTTER
110285	42350	1	CEREAL, READY-TO-EAT (ANY TYPE)
110285	42350	4	WHOLE WHEAT TOAST WITH BUTTER
110285	42350	2	MILK, 1 PERCENT (%), LOW FAT
110285	42350	3	JUICE, ORANGE
110285	42352	2	OATMEAL
110285	42352	4	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42352	3	BAKED APPLES
110285	42352	1	CINAMMON ROLL
110285	42353	5	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42353	1	CHICKEN NUGGETS
110285	42353	2	MASHED POTATOES
110285	42353	3	GREEN BEANS
110285	42353	4	PEACH CUP
110285	42356	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42356	1	MEXICAN PIZZA
110285	42357	2	EGG CHEESE AND SAUSAGE ENGLISH MUFFIN
110285	42357	1	JUICE, APPLE
110285	42359	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42359	1	BREAKFAST PIZZA WITH SAUSAGE
110285	42360	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42360	1	PIZZA (OTHER OR UNKNOWN TYPE)
110285	42361	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110285	42361	1	CHIPS AHOY
110285	42363	1	CHICKEN FAJITA
110285	42363	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42364	2	STRAWBERRIES
110285	42364	3	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42364	1	YOGURT
110285	42365	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42365	1	PIZZA, CHEESE
110285	42367	1	ENGLISH MUFFIN WITH SAUSAGE EGG AND CHEESE
110285	42367	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110285	42368	3	DORITOS
110285	42368	1	PIZZA, CHEESE
110285	42368	2	CHOCOLATE MILK, 1 PERCENT (%), LOW FAT
110289	49403	2	POTATO CHIPS
110289	49403	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
110289	49403	4	HONEY BUN
110289	49403	1	HAMBURGER
110295	20052	4	Tots
110295	20052	7	Sonic Bacon Cheeseburger w/ Mayonnaise
110295	20052	2	REGULAR SODA, COCA COLA, COKE, PEPSI
110295	20052	1	Onion Rings
110295	20052	5	REGULAR SODA, DR PEPPER, ROOT BEER
110295	20052	3	Corn Dog
110295	20052	6	Sonic Bacon Cheeseburger w/ Mayonnaise
110295	20053	6	SPINACH CON QUESO
110295	20053	4	BEEF TACO
110295	20053	7	SOUR CREAM
110295	20053	5	RICE, WHITE
110295	20053	2	CHEESE ENCHILADA
110295	20053	3	CHILI RELLANO
110295	20053	1	COMBO
110295	21205	4	REGULAR SODA, DR PEPPER, ROOT BEER
110295	21205	2	Crunchy Taco Supreme
110295	21205	1	Fresco Grilled Soft Taco, Steak
110295	21205	3	Fresco Soft Taco, Beef
110295	21208	5	REGULAR SODA, COCA COLA, COKE, PEPSI
110295	21208	4	CHICKEN EGG ROLLS
110295	21208	3	FRIED WONTON
110295	21208	2	MIGOLIAN BEEF WITH BROWN RICE
110295	21208	1	WONTON SOUP
110295	21210	4	STRAWBERRY SHORTCAKE
110295	21210	3	CHICKEN BURRITO
110295	21210	2	RANCH SALAD DRESSING
110295	21210	5	RASPBERRY LEMONADE
110295	21210	1	SALAD
110295	21211	1	TRIPLE CHEESE BURGER COMBO MEAL
110295	21211	3	REGULAR SODA, DR PEPPER, ROOT BEER
110295	21211	2	FRENCH FRIES
110295	21212	3	REGULAR SODA, DR PEPPER, ROOT BEER
110295	21212	1	Fresco Grilled Soft Taco, Steak
