hhnum	eventid	itemnum	itemdesc
119301	6020	1	WAFFLE (PLAIN OR FLAVORED)
119301	6021	1	VANILLA WAFFERS
119301	6021	2	JUICE, APPLE
119301	6022	5	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119301	6022	2	WHIPPED POTATOES
119301	6022	3	FRUIT COCKTAIL
119301	6022	4	JELLO (GELATIN)
119301	6022	1	CHICKEN NUGGETS
119301	6023	1	MIXED FRUIT CEREAL BAR
119301	6024	2	JUICE, APPLE
119301	6024	1	BANANA
119301	6025	2	LETTUCE SALAD
119301	6025	4	FRUIT SHURBERT
119301	6025	1	BOSCO STICKS
119301	6025	3	PEACHES
119301	6025	5	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119301	6173	3	PEAR
119301	6173	1	CORNDOG
119301	6173	2	BAKED BEANS
119301	6174	1	BREAKFAST PIZZA
119301	6174	2	CHOCOLATE MILK
119301	6174	3	RIB SANDWICH
119301	6174	7	CHOCOLATE MILK
119301	6174	6	BANANA PUDDING
119301	6174	5	PINEAPPLE
119301	6174	4	CORN
119301	6175	2	JUICE, APPLE
119301	6175	1	POPCORN
119301	6176	8	CHOCOLATE MILK
119301	6176	1	BISCUIT
119301	6176	6	APPLESAUCE
119301	6176	2	GRAVY
119301	6176	5	SMILEY POTATOES
119301	6176	3	CHOCOLATE MILK
119301	6176	4	QUESADILLA (CHICKEN, BEEF, OTHER, OR UNKNOWN TYPE)
119301	6176	7	JUICE BAR
119301	6177	1	COOKIE, CHOCOLATE CHIP
119301	6177	2	JUICE, APPLE
119301	6179	4	WATER, NFS
119301	6179	2	SMILEY POTATOES
119301	6179	3	SHERBET OR SORBET
119301	6179	1	HAMBURGER
119301	6180	1	GRANOLA OR CEREAL BAR (ANY TYPE)
119301	6180	2	JUICE, APPLE
119301	6181	1	FISH STICKS
119301	6181	4	FROZEN JUICE BAR
119301	6181	5	CHOCOLATE MILK
119301	6181	2	BANANA
119301	6181	3	SMILEY POTATOES
119301	6182	2	JUICE, APPLE
119301	6182	1	COOKIE, CHOCOLATE CHIP
119301	6269	1	CHICKEN NUGGETS
119301	6269	2	MASHED POTATOES
119301	6269	3	MANDARENE ORANGES
119301	6270	1	CHICKEN BISCUIT
119301	6270	2	CHOCOLATE MILK
119301	6271	2	DINNER ROLL
119301	6271	6	CHOCOLATE MILK
119301	6271	5	CHOCOLATE PUDDING
119301	6271	3	WHIPPED POTATOES
119301	6271	4	CHILLED PEACHES
119301	6271	1	POPCORN CHICKEN
119301	6272	2	CHEESE SLICE
119301	6272	3	JUICE, APPLE
119301	6272	1	SALTINE CRACKERS
119301	6275	2	MANDARINE ORANGES
119301	6275	5	CHOCOLATE MILK
119301	6275	4	CHOCOLATE PUDDING
119301	6275	3	GARDEN SALAD
119301	6275	1	BBQ RIB SANDWICH
119301	6276	2	CHEESE FRIES
119301	6276	3	JUICE, APPLE
119301	6276	1	SALTINE CRACKERS
119301	22274	3	JUICE, APPLE
119301	22274	2	CHEESE SLICE
119301	22274	1	SALTINE CRACKERS
119301	22275	2	CHOCOLATE MILK
119301	22275	1	CHICKEN BISCUIT
119301	22276	2	DINNER ROLL
119301	22276	5	CHOCOLATE PUDDING
119301	22276	6	CHOCOLATE MILK
119301	22276	1	POPCORN CHICKEN
119301	22276	3	WHIPPED POTATOES
119301	22276	4	CHILLED PEACHES
119304	51406	3	CREAM CHEESE
119304	51406	2	BAGEL
119304	51406	1	COFFEE (OTHER OR UNKNOWN TYPE)
119304	52127	1	HOT DOG
119309	54518	4	WATERMELON
119309	54518	1	CHEESE NACHOS
119309	54518	2	CHEESE NACHOS WITH BEEF
119309	54518	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119309	54519	1	CHEESE NACHOS
119309	54519	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119309	54519	2	WATERMELON
119309	54525	1	MUNCHIE
119309	54525	4	M AND M'S
119309	54525	3	JUICE, APPLE
119309	54525	2	PIZZA WITH HAM
119309	54531	2	CHOCOLATE MILK
119309	54531	1	NACHOS WITH BEEF
119309	54538	3	CHICKEN PATTY SANDWICH
119309	54538	2	PINEAPPLE
119309	54538	1	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119309	54538	4	MAYONNAISE
119309	54541	2	WATERMELON
119309	54541	3	CHICKEN PATTY SANDWICH
119309	54541	4	MAYONNAISE
119309	54541	1	RASPBERRY DRINK
119309	54544	4	KETCHUP
119309	54544	1	APPLE
119309	54544	2	CHOCOLATE MILK
119309	54544	3	CHICKEN PATTY SANDWICH
119309	55012	4	BISCUIT
119309	55012	5	WATER, NFS
119309	55012	3	CORN
119309	55012	2	PINTO OR KIDNEY BEANS
119309	55012	1	TURKEY
119309	68610	3	FRENCH FRIES
119309	68610	1	TORTILLA CHEESE AND PORK WITH SALSA
119309	68610	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119309	68624	2	CORN
119309	68624	1	TURKEY
119309	68624	3	BEANS (UNKNOWN TYPE)
119309	68624	4	BISCUIT
119319	34135	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119319	34149	1	HAMBURGER
119319	34863	1	PEANUT BUTTER AND JELLY SANDWICH
119319	34863	2	CHOCOLATE MILK
119319	34865	1	PIZZA (OTHER OR UNKNOWN TYPE)
119319	34865	4	SALAD
119319	34865	3	TEA, SWEET
119319	34865	2	GRAPES
119319	34867	1	PIZZA STICK
119319	34867	3	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119319	34867	2	MILK (OTHER OR UNKNOWN TYPE)
119319	34869	3	FRUIT CUP
119319	34869	2	MILK (OTHER OR UNKNOWN TYPE)
119319	34869	1	HAM SALAD
119319	34870	2	CHEESE STICK
119319	34870	1	JUICE, FRUIT (OTHER OR UNKNOWN TYPE)
119319	34870	3	MUFFIN
119319	34871	2	SALAD
119319	34871	3	TEA, SWEET
119319	34871	1	PIZZA (OTHER OR UNKNOWN TYPE)
119319	35242	2	JUICE, APPLE
119319	35242	1	CHOCOLATE MILK
119319	35242	4	POP TART (TOASTER PASTRY)
119319	35242	3	JUICE, ORANGE
119319	35243	3	SALAD
119319	35243	4	APPLE
119319	35243	1	CHOCOLATE MILK
119319	35243	2	PIZZA, CHEESE
119321	18542	1	COFFEE WITH TWO PERCENT MILK AND 1 PACKET OF SUGAR
119321	18543	10	BUFFET: PASTA WITH ALFREDO SAUCE
119321	18543	12	WINE, RED
119321	18543	16	BUFFET: DOMINICAN CAKE
119321	18543	3	BUFFET: PAYAYA WITH SEAFOOD
119321	18543	6	BUFFET: SALMON
119321	18543	8	BUFFET: PASTENLEON
119321	18543	1	BUFFET DINNER PARTY
119321	18543	15	SODA SPRITE PEPSI COKE DIET AND REGULAR
119321	18543	9	BUFFET: LASAGNA, WITH MEAT
119321	18543	11	BEER
119321	18543	13	WINE, WHITE
119321	18543	2	BUFFET: RICE WITH BEANS
119321	18543	5	BUFFET: PERNIL
119321	18543	7	BUFFET: MIXED GREEN SALAD
119321	18543	14	JUICE CRANBERRY ORANGE FRUIT PUNCH
119321	18543	4	BUFFET: CHICKEN QUARTER LEG
119321	18544	1	INFANT OR BABY FORMULA (ANY TYPE)
119321	18547	4	AVOCADO SALAD
119321	18547	1	PIZZA, CHEESE
119321	18547	6	RASPBERRY LEMONADE
119321	18547	2	PIZZA, SAUSAGE
119321	18547	5	LEMONADE
119321	18547	3	MACARONI AND CHEESE
119321	18548	10	PARMESAN CHEESE
119321	18548	6	TORTILLA CHIPS
119321	18548	7	Fries
119321	18548	12	Spinach & Artichoke Dip
119321	18548	11	LEMONADE
119321	18548	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119321	18548	5	RIBLET BASKET
119321	18548	4	Grilled Chicken Wonton Tacos
119321	18548	8	Blackened Chicken Penne
119321	18548	2	LIPTON RASPBERRY ICCED TEA
119321	18548	9	Toasted Garlic Bread Basket
119321	18548	3	Kraft Macaroni & Cheese
119321	18549	2	HOT DOG
119321	18549	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119321	18549	3	WATER, NFS
119321	18549	1	SAUSAGE AND PEPPERS
119321	18551	4	BAGEL
119321	18551	5	BUTTER
119321	18551	2	TUNA FISH ON A CROISSANT
119321	18551	3	FANTA SODA
119321	18551	1	COFFEE (OTHER OR UNKNOWN TYPE)
119321	18552	2	STEAK
119321	18552	5	LEMONADE
119321	18552	7	SALAD GREEN SALAD
119321	18552	4	JUICE, APPLE
119321	18552	8	WATER, NFS
119321	18552	1	HOT DOG
119321	18552	6	WATER, NFS
119321	18552	3	CHIPS DORITOS CHEESE DOODLES
119321	28568	1	BEEF TACOS WITH LETTUCE TOMATOES CHEESE SOUR CREAM HOT SAUCE
119321	28571	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119321	28571	2	WATER, NFS
119324	29193	2	JALAPENO CHICKEN WITH SAUCE
119324	29193	4	WHITE RICE
119324	29193	3	EGG AND SPRING ROLL, MEATLESS (INCLUDES VEGETARIAN EGGROLL)
119324	29193	1	PSO CHICKEN FRIED IN ORANGE SAUCE
119324	29193	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119324	30032	2	FRIED POTATO
119324	30032	5	BEER, REGULAR
119324	30032	3	BEER, LIGHT
119324	30032	4	CHEESE BURGER
119324	30032	1	LETTUCE CHEESE HAM TOMATO AND BACON
119324	30033	1	Chicken Selects Premium Breast Strips
119324	30033	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119324	30033	4	Chicken Mcbites
119324	30033	2	French Fries
119324	64680	2	French Fries
119324	64680	3	DIET SODA, COKE, PEPSI
119324	64680	1	Premium Crispy Chicken Ranch BLT Sandwich
119327	52118	1	COFFEE (OTHER OR UNKNOWN TYPE)
119330	7898	2	COFFEE (OTHER OR UNKNOWN TYPE)
119330	7898	1	SAUSAGE SANDWICH
119330	7899	3	COFFEE (OTHER OR UNKNOWN TYPE)
119330	7899	1	ITALIAN SUB
119330	7899	4	GARDEN SALAD
119330	7899	2	FRENCH FRIES
119330	7900	1	COFFEE (OTHER OR UNKNOWN TYPE)
119330	7901	3	GREEN BEANS
119330	7901	2	CARROTS
119330	7901	4	COFFEE (OTHER OR UNKNOWN TYPE)
119330	7901	1	CHICKEN AND DUMPLINGS
119330	7902	1	COFFEE (OTHER OR UNKNOWN TYPE)
119330	8530	2	STRAWBERRY
119330	8530	3	CANTALOUPE
119330	8530	1	CHICKEN WRAP
119330	8530	4	GREEN BEANS
119331	25721	10	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119331	25721	3	CORN
119331	25721	7	CHICKEN STRIPS
119331	25721	1	FRIED CHICKEN
119331	25721	4	GRILLED CHEESE SANDWICH
119331	25721	9	TEA, SWEET
119331	25721	2	GREEN BEANS
119331	25721	5	FRENCH FRIES
119331	25721	6	CORN
119331	25721	8	FRENCH FRIES
119331	25721	11	REGULAR SODA, COCA COLA, COKE, PEPSI
119331	64614	2	CHEESE STICKS
119331	64614	1	CHILI CHEESE FRIES
119331	64614	3	ONION RINGS
119345	58140	3	FRENCH FRIES
119345	58140	1	HAMBURGER
119345	58140	2	BACON ADDED TO BURGER
119345	58141	1	COFFEE (OTHER OR UNKNOWN TYPE)
119345	58831	3	Green Beans
119345	58831	2	Macaroni & Cheese
119345	58831	1	Original Chicken, Breast
119345	58832	1	5 FLAVORS OF ICE CREAM
119345	58833	3	Honey BBQ Sandwich
119345	58833	1	KFC Famous Bowl, Mashed Potato w/ Gravy
119345	58833	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119345	67944	1	Pepperoni, Pan Pizza
119346	23086	3	CRAN/GRAPE JUICE
119346	23086	2	BROWN SUGAR CINNAMON POPTART
119346	23086	1	DIET SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	23087	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	23088	5	DIET SODA, DR PEPPER, ROOT BEER
119346	23088	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119346	23088	3	Mozzarella Cheese Sticks
119346	23088	6	BRQ'S RED CREAM SODA
119346	23088	1	Cheese Slider
119346	23088	2	Onion Chips
119346	23093	1	CHEWING GUM FORD
119346	23094	2	TEA, SWEET
119346	23094	1	Sausage McMuffin w/ Egg
119346	23095	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119346	23095	1	Cheesy Gordita Crunch
119346	23096	1	Sausage Biscuit
119346	23096	2	TEA, SWEET
119346	23097	1	Steak & Cheese, Footlong
119346	23097	2	BOTTLED TEA
119346	23098	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	23100	1	FRUIT LOOPS CEREAL
119346	23100	2	MILK, 2 PERCENT (%), REDUCED FAT
119346	23101	3	TURKEY SANDWICH WITH MAYONNAISE ON WHITE BREAD
119346	23101	4	JUICE, APPLE
119346	23101	2	MILK, 2 PERCENT (%), REDUCED FAT
119346	23101	5	CARROTS (RAW)
119346	23101	6	RANCH DRESSING
119346	23101	1	FRUITLOOPS CEREAL
119346	23102	4	COOLADE
119346	23102	2	WHITE BUN
119346	23102	1	HOTDOG WITH KETCHUP
119346	23102	3	CHEETOS
119346	23103	1	FRUITLOOPS CEREAL
119346	23103	2	MILK, 2 PERCENT (%), REDUCED FAT
119346	23104	1	HOTDOG WITH WHITE BUN
119346	23104	3	CHERRY KOOLADE
119346	23104	2	CHEETOS
119346	23105	2	MILK, 2 PERCENT (%), REDUCED FAT
119346	23105	1	FRUITLOOPS CEREAL
119346	23106	3	JUICE, APPLE
119346	23106	5	RANCH DRESSING
119346	23106	2	JUICE, APPLE
119346	23106	1	HAM SANDWICH WITH MAYONNAISE ON WHITE BREAD UNTOASTED
119346	23106	4	CARROTS (RAW)
119346	23107	2	French Fries
119346	23107	3	STRAWBERRY BANANA SMOOTHIE
119346	23107	1	Chicken Mcnuggets
119346	23108	3	REGULAR SODA, DR PEPPER, ROOT BEER
119346	23108	1	Cheeseburger
119346	23108	2	French Fries
119346	23725	6	OYSTER CRACKERS
119346	23725	5	DR. PEPPER
119346	23725	3	REGULAR SODA, DR PEPPER, ROOT BEER
119346	23725	7	PASTA
119346	23725	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119346	23725	8	CHILI WITH BEANS AND CHEESE
119346	23725	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	23725	4	TEA, SWEET
119346	24394	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24394	2	CRAN GRAPE JUICE
119346	24395	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24395	2	CRAN GRAPE
119346	24401	1	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24401	2	POTATO CHIPS
119346	24410	1	TEA, SWEET
119346	24412	3	TEA, SWEET
119346	24412	2	FRENCH FRIES
119346	24412	1	PATTY MELT WITH CHEESE
119346	24413	2	TEA, SWEET
119346	24413	3	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24413	6	SOFT PRETZEL
119346	24413	5	BEEF JERKY STICK
119346	24413	7	CHEESE SAUCE
119346	24413	1	BEEF JERKY
119346	24413	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24416	1	PIZZA, CHEESE
119346	24417	1	TEA, SWEET
119346	24420	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119346	24420	3	CHEESEBURGER WITH LETTUCE TOMATO MAYONNAISE
119346	24420	4	FRENCH FRIES
119346	24420	1	CORN POP CEREAL
119346	24420	2	MILK, 2 PERCENT (%), REDUCED FAT
119346	24421	1	PIZZA, PEPPERONI
119346	24421	3	STRAWBERRY MILK
119346	24421	2	FRUIT CUP
119346	24425	1	CHEESE PIZZA ROLLS
119346	24425	2	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119346	24427	2	GRAPES
119346	24427	1	PIZZA, CHEESE
119346	24427	3	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119346	24430	1	RED PUNCH POWERADE
119346	24431	1	RED FRUIT PUNCH
119346	24432	3	SWEET POTATO FRIES
119346	24432	1	CHEESEBURGER
119346	24432	2	CARROTS
119346	24432	4	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119346	62222	4	RANCH DRESSING
119346	62222	3	CARROTS (RAW)
119346	62222	1	TURKEY SANDWICH WITH MAYO
119346	62222	2	APPLE JUICE MOTTS
119346	62223	2	FRIES
119346	62223	1	CHEESEBURGER WITH LETTUCE MAYONAISE TOMATO
119346	62223	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119347	32883	1	CHICKEN NUGGETS
119347	62052	1	ROASTARIE COFFEE
119347	62055	1	BARBECUE (BBQ) RIBS
119348	6315	2	CHICKEN OR TURKEY SALAD
119348	6315	1	TUNA SALAD
119348	6316	1	Banana Nut Loaf
119348	6316	2	REGULAR BREWED COFFEE
119348	6320	2	CANDY (ANY TYPE)
119348	6320	1	CANDY (ANY TYPE)
119348	6355	1	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6355	2	BAGEL
119348	6355	3	CREAM CHEESE
119348	6538	2	Egg & Cheese on a Croissant
119348	6538	1	COFFEE
119348	6539	1	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6539	2	Egg & Cheese on a Croissant
119348	6539	3	Chicken Salad Sandwich on a Croissant
119348	6542	1	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6543	1	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6757	1	BAGEL
119348	6757	2	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6757	3	Plain Cream Cheese
119348	6761	1	COFFEE (OTHER OR UNKNOWN TYPE)
119348	6761	2	Egg & Cheese on a Croissant
119348	71379	1	PIZZA, CHEESE
119355	25389	3	French Fries
119355	25389	1	Hamburger w/ Cheese
119355	25389	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119355	25390	2	FRIJOLES
119355	25390	1	POLLO CAMPERO
119355	62573	2	BIATORNOSCREMA
119355	62573	1	CHICKEN BROTH
119355	62576	1	CHICKEN DARK
119356	15635	1	HOSTESS DONUTS
119356	15635	2	CHICKEN NUGGETS
119356	15637	1	BROWNIE
119356	15638	1	Ultimate Cheeseburger
119356	15638	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119356	15638	2	French Fries
119356	15639	2	MACARONI AND CHEESE, WITH BEEF (INCLUDES HAMBURGER HELPER)
119356	15639	1	COFFEE (OTHER OR UNKNOWN TYPE)
119356	15644	2	DORITOS
119356	15644	1	SPORTS DRINK (GATORADE, POWERADE, OR ANY TYPE)
119356	15645	2	WATER, NFS
119356	15645	1	CHEESEBURGER
119356	59573	2	Snack-Size Bowl
119356	59573	10	GRAVY
119356	59573	7	Corn On The Cob
119356	59573	6	Mashed Potatoes
119356	59573	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119356	59573	3	Potato Wedges
119356	59573	9	REGULAR SODA (OTHER OR UNKNOWN TYPE)
119356	59573	8	Biscuit
119356	59573	5	MEAL DR LEG AND THIGH
119356	59573	1	Chicken Pot Pie
119356	59576	6	Hash Brown Sticks
119356	59576	3	Mini Pancakes
119356	59576	1	Jumbo Jack w/ Cheese
119356	59576	5	EGGS
119356	59576	4	Sausage
119356	59576	2	Hearty Breakfast Bowl
119356	59582	2	Del Beef Burrito
119356	59582	1	Bean & Cheese Burrito W/ Red Sauce
119356	59582	3	TEA, ICED
119356	59583	5	CHOCOLATE MILK UNKNOWN TYPE
119356	59583	4	Apple Dippers
119356	59583	2	Chicken Mcnuggets
119356	59583	6	Sweet Chili Sauce
119356	59583	3	French Fries
119356	59583	1	Chicken Mcnuggets
119356	59585	2	CHOCOLATE CHIP CAKE
119356	59585	1	COFFEE (OTHER OR UNKNOWN TYPE)
119356	59587	2	Sweet Chili Sauce
119356	59587	1	Chicken Mcnuggets
119356	71172	4	MACARONI AND CHEESE
119356	71172	3	MILK, WHOLE
119356	71172	2	STRAWBERRIES
119356	71172	1	COOKIE, CHOCOLATE CHIP
119356	71173	2	CRACKERS
119356	71173	1	MILK, WHOLE
119356	71174	2	GRAPES
119356	71174	1	CHOCOLATE MILK, 2 PERCENT (%), REDUCED FAT
119356	71175	1	FLIPZ CHOCOLATE PRETZELS
119356	71176	1	CANDY (ANY TYPE)
119358	19697	1	TALL MILLER LITE
119358	19697	3	RANCH DRESSING
119358	19697	2	BONELESS WINGS
119358	19697	4	CELERY
119358	19698	1	LUNCH FAJITA
119358	19698	2	WATER, NFS
119358	19698	3	CHIPS
119358	19698	4	SALSA
119364	27638	2	RICE
119364	27638	3	WATER, NFS
119364	27638	1	CHICKEN
119364	27639	3	WATER, NFS
119364	27639	1	CHICKEN
119364	27639	2	RICE (OTHER OR UNKNOWN TYPE)
119364	27640	2	French Fries
119364	27640	3	Chicken Rings
119364	27640	1	Cheese Slider
119364	59577	1	STRAWBERRY LEMONADE
119364	59577	2	FROZEN STRAWBERRY LEMONADE
119364	59577	3	SANDWICH
119364	59577	4	Chicken Noodle Soup
119368	13429	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119368	13430	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119368	14011	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119368	14012	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119368	14012	2	REGULAR SODA, COCA COLA, COKE, PEPSI
119368	14013	1	REGULAR SODA, COCA COLA, COKE, PEPSI
119371	26012	1	EL MEXICANA
119371	26012	2	TURKEY BACON
119371	26012	3	ONIONS
119371	26012	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119371	26015	2	ICED COFFEE
119371	26015	1	Chicken, Bacon & Cheese on a Croissant
119371	26016	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119371	26016	4	SOBREMESAS
119371	26016	1	BUFFET
119371	26016	2	BUFFET
119371	26018	3	Ham & Cheese on a French Roll
119371	26018	4	CAPPUCCINO WITH SUGAR
119371	26018	1	Chicken Salad Sandwich on a Croissant
119371	26018	5	ICED TEA SWEETENED
119371	26018	2	Turkey Cheddar Bacon on a French Roll
119371	26021	2	TOASTED
119371	26021	1	PAO C MANTEIGA
119371	26021	4	HOT CHOCOLATE
119371	26021	3	CAFE
119373	17979	3	YELLOW SQUASH
119373	17979	1	SALMON
119373	17979	6	WATER, NFS
119373	17979	2	CORN
119373	17979	4	BREAD (ANY TYPE)
119373	17979	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119373	18426	1	SNICKERS BAR
119373	18426	2	M AND M'S BAG
119373	18427	2	PASTA SALAD ROTONI
119373	18427	3	COFFEE WITH CREAM UNSWEETENED
119373	18427	1	TUNA WRAP WITH ICEBERG LETTUCE AND SLICED TOMATO
119373	18429	4	WATER, NFS
119373	18429	3	RICE CRISPY TREAT
119373	18429	2	CHICKEN BREAST
119373	18429	1	CHICKEN SALAD CROISSANT WITH SLICED TOMATO
119374	14328	3	REGULAR BEER TREMENS BRAND DELIERUM
119374	14328	2	FRENCH FRIES SIDE DISH
119374	14328	4	TORTILLA CHIPS
119374	14328	1	GOAT CHEESE CHEESEBURGER REGULAR BUN
119374	14328	5	SPINACH DIP
119374	14884	2	PANCAKE (PLAIN OR FLAVORED)
119374	14884	1	SKILLET CONTAINING TWO EGGS ONIONS AND AMERICAN CHEESE
119374	14885	7	MATZOH BALL SOUP
119374	14885	5	ROAST TURKEY DINNER
119374	14885	1	MEDITERRANEAN WRAP WITH STEAK
119374	14885	4	REGULAR SODA, COCA COLA, COKE, PEPSI
119374	14885	8	REGULAR SODA, COCA COLA, COKE, PEPSI
119374	14885	6	FRENCH FRIES
119374	14885	2	FRENCH FRIES
119374	14885	3	CHICKEN DUMPLING SOUP
119374	14886	1	ICE CREAM SUNDAE WITH TWO CHOCOLATE CHIP COOKIES A CHERRY AND PEANUTS
119374	14887	1	BBQ MIXED PLATE
119374	14888	1	WHITE RICE
119374	14888	4	BAKED POTATO
119374	14888	3	STEAK
119374	14888	2	RED BEANS
119374	14888	6	DONUT (DOUGHNUT), ANY TYPE
119374	14888	5	REGULAR SODA, COCA COLA, COKE, PEPSI
119374	15355	1	FRIED RICE, WITH SHRIMP
119374	15355	2	SOY NOODLES WITH GREEN PEPPERS AND BEAN SPROUTS
119375	6712	2	CHICKEN
119375	6712	4	Vanilla Soft Serve
119375	6712	6	Red Bliss Potatoes
119375	6712	3	Broccoli Steamed
119375	6712	5	No Sugar Added Blueberry Pie
119375	6712	1	LETTUCE SALAD
119379	11596	2	Hash Brown
119379	11596	3	Sausage McGriddles
119379	11596	1	COFFEE (OTHER OR UNKNOWN TYPE)
119379	11596	4	Fruit & Maple Oatmeal
119379	11597	2	SuperSonic Bacon Double Cheeseburger w/ Mayonnaise
119379	11597	6	RASPBERRY SLUSH
119379	11597	7	CRANBERRY SLUSH
119379	11597	3	Tots W/ Cheese
119379	11597	4	French Fries
119379	11597	8	Oreo Sonic Blast
119379	11597	1	Crispy Chicken Sandwich
119379	11597	5	Chicken Strips
119379	11600	1	BLACK TEA HOT
119379	11600	2	CHI TEA ICE
119379	11601	1	PATTY MELT COMBO
119379	11601	5	BURGER
119379	11601	6	ONION RINGS
119379	11601	4	WATER, NFS
119379	11601	3	REGULAR SODA, COCA COLA, COKE, PEPSI
119379	11601	2	FRENCH FRIES
119379	11609	2	DIET SODA, DR PEPPER, ROOT BEER
119379	11609	1	PHEASANT STEW
119379	11610	2	LAYS POTATO CHIPS
119379	11610	3	DIET SODA, DR PEPPER, ROOT BEER
119379	11610	1	CLUB SANDWICH
119379	12061	1	ORANGE PINEAPPLE AND YOGURT SMOOTHIE
119379	12061	2	KEEWEE STRAWBERRY SMOOTHIE
119379	12061	3	ORANGE PINEAPPLE MANGO
119379	12064	5	SIDE DISH OF BAG OF CHIPS
119379	12064	2	SIDE DISHES OF BAG OF CHIPS BAKED LAYS
119379	12064	3	TEA, ICED
119379	12064	6	DIET SODA, COKE, PEPSI
119379	12064	1	PASTRAMI SANDWICH ON WHEAT BREAD TOASTED ONIONS GRILLED
119379	12064	4	DOUBLE MEAT CORNED BEEF ON TOASTED WHEAT BREAD
119379	12066	1	FROZEN YOGURT ANY TYPE APRICOT COCONUT AND CHOCOLATE FLAVOR WITH ALMOND PIECES ON TOP
119379	12066	4	PINEAPPLES
119379	12066	2	FROZEN YOGURT FRUIT-FLAVORED
119379	12066	3	STRAWBERRIES
119379	12076	16	BACON
119379	12076	5	PANCAKES
119379	12076	14	CREPE WITH NUTELLA
119379	12076	6	SCRAMBLED EGGS
119379	12076	3	REFILL OF COFFEE
119379	12076	12	HAM STEAK
119379	12076	1	JUICE, ORANGE
119379	12076	15	HASH BROWNS
119379	12076	10	OVER EASY EGGS
119379	12076	9	HASH BROWNS
119379	12076	7	STRAWBERRY CREPE
119379	12076	11	SAUSAGE LINKS
119379	12076	8	BACON
119379	12076	13	FRENCH TOAST
119379	12076	2	COFFEE HOT OR ICED WITH CREAM AND SPLENDA
119379	12076	4	GRILLED BACON STRIPS
119379	12083	2	WATER, NFS
119379	12083	1	Cheeseburger
119379	12456	1	MUSHROOM BEEF BARLEY SOUP
119379	12456	2	DIET SODA, DR PEPPER, ROOT BEER
119379	12457	1	PIZZA, PEPPERONI
119379	27538	2	French Fries
119379	27538	4	French Silk Pie Blizzard
119379	27538	3	SODA
119379	27538	1	Double Cheeseburger
119380	7036	3	DIET SODA, COKE, PEPSI
119380	7036	2	FRENCH FRIES
119380	7036	1	GRILLED CHICKEN SANDWICH
119380	7037	4	REGULAR SODA, SPRITE, SIERRA MIST, MOUNTAIN DEW
119380	7037	2	Doritos Locos Taco, Beef
119380	7037	1	DIET SODA, COKE, PEPSI
119380	7037	3	Soft Taco, Beef
